ZAMBALES - CANDELARIA,,,,
ZAMBALES - CANDELARIA,,,,
MAYOR,,,,
6,"CARRERA, LITO (NP)",MALE,"CARRERA, CARLITO OBILLOS",NACIONALISTA PARTY
7,"DE JULIAN, INDANG (LP)",FEMALE,"DE JULIAN, ROLINDA MACARIO",LIBERAL PARTY
8,"FRANCISCO, GAF (NP)",MALE,"FRANCISCO, GILBERT ARENAJO",NACIONALISTA PARTY
9,"GABAYERON, REYMOND (NUP)",MALE,"GABAYERON, REYMOND BUENAFE",NATIONAL UNITY PARTY
10,"GARILVA, JUNBEE (NUP)",FEMALE,"GARILVA, RUBINIE CELESTIAL",NATIONAL UNITY PARTY
11,"GATON, BOKING (NP)",MALE,"GATON, RENE DEPAKAKIBO",NACIONALISTA PARTY
12,"MANDERICO, EXSUR (NP)",MALE,"MANDERICO, ALFREDO, SR. RETIRADO",NACIONALISTA PARTY
13,"O¥ATE, ESPADING (NUP)",MALE,"O¥ATE, VEL ALEGRE",NATIONAL UNITY PARTY
14,"ORPEZA, TINTIN (NUP)",FEMALE,"ORPEZA, CRISTEN MARY ORTIZ",NATIONAL UNITY PARTY
ILOILO - CONCEPCION,,,,
ILOILO - CONCEPCION - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
15,"SALCEDO, TOTO SJ (NP)",MALE,"SALCEDO, SJ WAGAS",NACIONALISTA PARTY
16,"VILLARUZ, MARK (NUP)",MALE,"VILLARUZ, MARK RUFFIN CORDOVA",NATIONAL UNITY PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - DINGLE,,,,
ILOILO - DINGLE,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ARIOLA, RENDEY (PDPLBN)",MALE,"ARIOLA, RENDEY DALIPE",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
2,"PALABRICA, RUFINO III (NP)",MALE,"PALABRICA, RUFINO III PABLO",NACIONALISTA PARTY
ILOILO - DINGLE,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CAHUYA, RONALD (NP)",MALE,"CAHUYA, RONALD ABANG",NACIONALISTA PARTY
2,"MORILLO, STEVE (IND)",MALE,"MORILLO, ESTEBAN BERNALDEZ",INDEPENDENT
3,"VILLANUEVA, QUINDIALEM (NUP)",FEMALE,"VILLANUEVA, QUINDIALEM DEA¥O",NATIONAL UNITY PARTY
ILOILO - DINGLE - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ALECTO, JESSIE (NP)",MALE,"ALECTO, JESSIE MARA¥ON",NACIONALISTA PARTY
2,"ANDORA, EDGAR (IND)",MALE,"ANDORA, EDGAR JUADIONG",INDEPENDENT
3,"APUD, AME (IND)",FEMALE,"APUD, AME CORDERO",INDEPENDENT
4,"AQUINO, DENNIS ROBERT (IND)",MALE,"AQUINO, DENNIS ROBERT DABLE",INDEPENDENT
5,"ARIOLA, RV (PDPLBN)",MALE,"ARIOLA, RHENAN VAL POSECION",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
6,"CABAYAO, EDWIN (NP)",MALE,"CABAYAO, EDWIN LANDOY",NACIONALISTA PARTY
7,"DAGURO, PRUDENCIO (NUP)",MALE,"DAGURO, PRUDENCIO LUNTAO",NATIONAL UNITY PARTY
8,"DANA, ROBERTO (NUP)",MALE,"DANA, ROBERTO DAP-OG",NATIONAL UNITY PARTY
9,"DIONIO, REY JOHN (IND)",MALE,"DIONIO, REY JOHN BELGIRA",INDEPENDENT
10,"DUE¥AS, MABELLE (PDPLBN)",FEMALE,"URETA, MABELLE DUE¥AS",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
11,"FIGUEROA, MERLYN (PDPLBN)",FEMALE,"FIGUEROA, MERLYN DELIDELI",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
12,"LABISCASE, MARLOU (NUP)",MALE,"LABISCASE, MARLOU DUMAGUIT",NATIONAL UNITY PARTY
13,"MEMORACION, INA (NP)",FEMALE,"MEMORACION, THALEA JULINA PINUELA",NACIONALISTA PARTY
ILOILO - DINGLE,,,,
ILOILO - DINGLE - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
14,"PASQUIN, MIA MARIE (NP)",FEMALE,"PASQUIN, MIA MARIE LIBRANDO",NACIONALISTA PARTY
15,"PENDON, JOSE GLENN (IND)",MALE,"PENDON, JOSE GLENN SEVILLENO",INDEPENDENT
16,"QUICOY, JIMMY (NP)",MALE,"QUICOY, JIMMY CAMANAY",NACIONALISTA PARTY
17,"QUINLAT, WILFREDO (NP)",MALE,"QUINLAT, WILFREDO SUMBANG",NACIONALISTA PARTY
18,"RULL, JEAN (NP)",FEMALE,"RULL, JEAN PE¥ALOSA",NACIONALISTA PARTY
19,"SOLIDARIOS, VINCENT (IND)",MALE,"SOLIDARIOS, VINCENT SAYO",INDEPENDENT
20,"SOLINAP, MARILYN (NP)",FEMALE,"SOLINAP, MARILYN GRECIA",NACIONALISTA PARTY
21,"SORIANOSOS, NONO (IND)",MALE,"SORIANOSOS, RUFINO, JR. CHIVA",INDEPENDENT
22,"SUPLEMENTO, BOY (IND)",MALE,"SUPLEMENTO, ZOILO, JR. LICAUAN",INDEPENDENT
23,"VELEZ, ROGER (PFP)",MALE,"VELEZ, ROGER PENASO",PARTIDO FEDERAL NG PILIPINAS
24,"VILLARIN, PORFERIA (IND)",FEMALE,"VILLARIN, PORFERIA SAROMINES",INDEPENDENT
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - DUE¥AS,,,,
ILOILO - DUE¥AS,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CATALAN, BOKNOY (IND)",MALE,"CATALAN, JOSE HEBER, JR. CHU",INDEPENDENT
2,"LANAJA, LAB (NUP)",MALE,"LANAJA, GREGORIO, JR. SIBAG",NATIONAL UNITY PARTY
3,"ORTIZO, CAPTAIN AW AW (IND)",MALE,"ORTIZO, ASENSION SUAREZ",INDEPENDENT
4,"PAMA, ROBERT MARTIN (NP)",MALE,"PAMA, ROBERT MARTIN UYTAN",NACIONALISTA PARTY
5,"PEDREGOSA, BENJIE (PDPLBN)",MALE,"PEDREGOSA, BENJAMIN VILLALON",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
ILOILO - DUE¥AS,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BELLEZA, MELCHOR (IND)",MALE,"BELLEZA, MELCHOR PAGIDIAN",INDEPENDENT
2,"LAMASAN, AIMEE PAZ (NP)",FEMALE,"PADOJINOG, AIMEE PAZ LAMASAN",NACIONALISTA PARTY
3,"PELOPERO, NINOY (PDPLBN)",MALE,"PELOPERO, MAMERTO III LEGAYADA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
ILOILO - DUE¥AS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ACULLADOR, JOSE (NP)",MALE,"ACULLADOR, JOSE ESTRIVO",NACIONALISTA PARTY
2,"ANTONIO, TOTO ENTON (IND)",MALE,"ANTONIO, NELSON JR. MELIGANIO",INDEPENDENT
3,"CATALAN, REY STEPHEN (NP)",MALE,"CATALAN, REY STEPHEN MURILLO",NACIONALISTA PARTY
4,"CERBAS, ONYOK (NUP)",MALE,"CERBAS, FELIXBERTO, JR. PEDREGOSA",NATIONAL UNITY PARTY
5,"DELA PIEDRA, RUDY (IND)",MALE,"DELA PIEDRA, RODOLFO LAMATAO",INDEPENDENT
6,"ESTOCADA,MARK PATRICK (PDPLBN)",MALE,"ESTOCADA, MARK PATRICK BATALLA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
7,"GIGANTO, JOEWINNY (NUP)",MALE,"GIGANTO, JOEWINNY CARO",NATIONAL UNITY PARTY
8,"LA-AB, FRANCIS (NP)",MALE,"LA-AB, FRANCIS LABRO",NACIONALISTA PARTY
9,"LABAGNAO, MICHAEL (IND)",MALE,"LABAGNAO, MICHAEL DIOLA",INDEPENDENT
10,"LAGUNA, MULONG (NUP)",MALE,"LAGUNA, ROMULO PALABRICA",NATIONAL UNITY PARTY
11,"LAMASAN, REYMAR (NP)",MALE,"LAMASAN, REYMAR FELIZARDO",NACIONALISTA PARTY
ILOILO - DUE¥AS,,,,
ILOILO - DUE¥AS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
12,"LARA, JESSIE JAMES MANUEL (NP)",MALE,"LARA, JESSIE JAMES MANUEL BALARAN",NACIONALISTA PARTY
13,"LOZADA, RENATO (NUP)",MALE,"LOZADA, RENATO LUSTICA",NATIONAL UNITY PARTY
14,"LUMAYNO, IRENEO (NUP)",MALE,"LUMAYNO, IRENEO DAGUM",NATIONAL UNITY PARTY
15,"MANTIQUILLA, NONO (PDPLBN)",MALE,"MANTIQUILLA, JOSE ANDRESITO PE¥AFLORIDA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
16,"MUYCO, ROY (NUP)",MALE,"MUYCO, ROY SUYOD",NATIONAL UNITY PARTY
17,"PACLIBAR, RONALD (NP)",MALE,"PACLIBAR, RONALD SUCAYAN",NACIONALISTA PARTY
18,"PADRONES, NATALIA (NP)",FEMALE,"PADRONES, NATALIA PULGADO",NACIONALISTA PARTY
19,"PALMARES, MARIGIE (PDPLBN)",FEMALE,"PALMARES, MARIGIE PENDON",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
20,"PANERIO, NONO (PDPLBN)",MALE,"PANERIO, MEDARDO LA¥ADA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
21,"PEDREGOSA, TAGOY (PDPLBN)",MALE,"PEDREGOSA, SANTIAGO III VILLALON",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
22,"PEDROSO, LYMAR (NUP)",MALE,"PEDROSO, LYMAR AGUIHAP",NATIONAL UNITY PARTY
23,"PORRAS, ROSEMARIE (NUP)",FEMALE,"ROJAS, ROSEMARIE PORRAS",NATIONAL UNITY PARTY
24,"PROVIDO, SERAFIN JR. (IND)",MALE,"PROVIDO, SERAFIN JR. CASPILLO",INDEPENDENT
25,"SORONGON, EDWIN (NP)",MALE,"SORONGON, EDWIN ARENGA",NACIONALISTA PARTY
26,"VALLEJO, DOMINIC (IND)",MALE,"VALLEJO, DOMINIC PLE¥AGO",INDEPENDENT
ILOILO - DUE¥AS,,,,
ILOILO - DUE¥AS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - DUMANGAS,,,,
ILOILO - DUMANGAS,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BIRON, TOTO BJ (NP)",MALE,"BIRON, BRAEDEN JOHN QUAN",NACIONALISTA PARTY
2,"DOLAR, TOTO BIMBOY (PDR)",MALE,"DOLAR, FELICITO JR. JAENA",PARTIDO PARA SA DEMOKRATIKONG  REPORMA
3,"DOLUTAN, TOTO I (IND)",MALE,"DOLUTAN, IAN II LASTIMOSO",INDEPENDENT
ILOILO - DUMANGAS,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"DOLENDO, IAN JOEL (PRP)",MALE,"DOLENDO, IAN JOEL MILITAR",PEOPLE'S REFORM PARTY
2,"GOLEZ, ONAL (NP)",MALE,"GOLEZ, RONALDO BAYOT",NACIONALISTA PARTY
ILOILO - DUMANGAS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ACEPCION, GEORGE (PFP)",MALE,"ACEPCION, GEORGE ARCE¥O",PARTIDO FEDERAL NG PILIPINAS
2,"ARCELON, PETER JOHVEN (IND)",MALE,"ARCELON, PETER JOHVEN TACHADO",INDEPENDENT
3,"CELESTE, BOMBO BERT (IND)",MALE,"CELESTE, ALBERTO DELICANA",INDEPENDENT
4,"DE LA PE¥A, TITO RENE (PROMDI)",MALE,"DE LA PE¥A, RENE BLANCADA",ABAG PROMDI
5,"DEALA, NOY (IND)",MALE,"DEALA, WILMAR JHAN DOFELIZ",INDEPENDENT
6,"DECASTILLO, KAP EDGAR (PFP)",MALE,"DECASTILLO, EDGAR DEMONTEVERDE",PARTIDO FEDERAL NG PILIPINAS
7,"DEFERIA, EUGENIO (IND)",MALE,"DEFERIA, EUGENIO JOVER",INDEPENDENT
8,"DELA CRUZ, KAP BUBOY (PROMDI)",MALE,"DELA CRUZ, JENNIFER DIONIO",ABAG PROMDI
9,"DELES, NEL (IND)",MALE,"DELES, NELSON DOROMAL",INDEPENDENT
10,"DELLOMES, DJ JAMES SKY (PROMDI)",MALE,"DELLOMES, JIMLYN VILLARIN",ABAG PROMDI
11,"DEMAISIP, OLIVER JR. (IND)",MALE,"DEMAISIP, OLIVER JR. DORILAG",INDEPENDENT
12,"DEREQUITO, ZAKE QUERUBIN (NP)",MALE,"DEREQUITO, ZAKE QUERUBIN NALES",NACIONALISTA PARTY
13,"DETABLAN, AUDY (IND)",MALE,"DETABLAN, AUDY TIDULA",INDEPENDENT
ILOILO - DUMANGAS,,,,
ILOILO - DUMANGAS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
14,"DIASNES, DOC JOEL (IND)",MALE,"DIASNES, JOEL DONA",INDEPENDENT
15,"DIASNES, JOJO (NP)",MALE,"DIASNES, ROGER DONA",NACIONALISTA PARTY
16,"DIVINAGRACIA, WILHELM JR. (PRP)",MALE,"DIVINAGRACIA, WILHELM JR. JIMENEA",PEOPLE'S REFORM PARTY
17,"DOYO, MARCOS (IND)",MALE,"DOYO, MARCOS DONGUINES",INDEPENDENT
18,"DUSARAN, REYNALDO (NP)",MALE,"DUSARAN, REYNALDO NENE",NACIONALISTA PARTY
19,"FAULAN, BORJ (IND)",MALE,"FAULAN, OMAR GELACIO DIME",INDEPENDENT
20,"GUMBAN, BRYAN (NP)",MALE,"GUMBAN, GUISSEPPE KARL DUSABAN",NACIONALISTA PARTY
21,"HERNAEZ, EDGAR (IND)",MALE,"HERNAEZ, EDGAR BEDIA",INDEPENDENT
22,"LACHICA, GEOVANIE (NP)",MALE,"LACHICA, GEOVANIE DENAMARQUEZ",NACIONALISTA PARTY
23,"MARFITO, KATO (NP)",MALE,"MARFITO, ALMAR DELOSO",NACIONALISTA PARTY
24,"NAVA, PABLO IV (LP)",MALE,"NAVA, PABLO IV DUREMDES",LIBERAL PARTY
25,"SOLAS, REMUS (IND)",MALE,"SOLAS, REMUS SERISOLA",INDEPENDENT
26,"SUSPE¥E, BUTCH (NP)",MALE,"SUSPE¥E, RANDY BELANDRES",NACIONALISTA PARTY
27,"TALON, RUBEN (NP)",MALE,"TALON, RUBEN DIMZON",NACIONALISTA PARTY
28,"TAMISEN, FRANCISCO (PRP)",MALE,"TAMISEN, FRANCISCO TAMARA",PEOPLE'S REFORM PARTY
29,"TUPAS, RG (IND)",MALE,"TUPAS, REGIE BORRE",INDEPENDENT
ILOILO - DUMANGAS,,,,
ILOILO - DUMANGAS - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - ESTANCIA,,,,
ILOILO - ESTANCIA,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ACLARO, BUTCHING (PDPLBN)",MALE,"ACLARO, RODOEL SR. DOROMAL",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
2,"BAYOT, ELMER (IND)",MALE,"BAYOT, ELMER DEL ROSARIO",INDEPENDENT
3,"GARIN, LEMUEL (IND)",MALE,"GARIN, LEMUEL BAYLON",INDEPENDENT
4,"GOLINGAN, NONNON (IND)",MALE,"GOLINGAN, MARIO BARONA",INDEPENDENT
5,"MOSQUEDA, CHIC (LAKAS)",FEMALE,"MOSQUEDA, MARY LYNN NOGAR",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
6,"REQUINTO, NENENG (NP)",FEMALE,"REQUINTO, MELINA DELA CRUZ",NACIONALISTA PARTY
ILOILO - ESTANCIA,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"BACOS, DENNIS (IND)",MALE,"BACOS, DENNIS TUBILLEJA",INDEPENDENT
2,"CARLETE, MA. LORLY (IND)",FEMALE,"CARLETE, MA. LORLY ARCEO",INDEPENDENT
3,"CORDERO, MARK (LAKAS)",MALE,"CORDERO, MARK JOSEPH JARDELEZA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
4,"SUMILE, ALAIN ROSS (PDPLBN)",MALE,"SUMILE, ALAIN ROSS BELASOTO",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
ILOILO - ESTANCIA - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ACLARO, BOY (PDPLBN)",MALE,"ACLARO, RENE DOROMAL",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
2,"ANDREO, JESS (PDPLBN)",MALE,"ANDREO, JESUS DEMAYO",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
3,"ARA¥ADOR, LEA (IND)",FEMALE,"ARA¥ADOR, LEA SANTORCE",INDEPENDENT
4,"ARNILLO, OWA (IND)",MALE,"ARNILLO, LEOPOLDO DELA CRUZ",INDEPENDENT
5,"BABAS, ALLAN (IND)",MALE,"BABAS, ALLAN TAN",INDEPENDENT
6,"BACOS, ARLEEN (PDPLBN)",MALE,"BACOS, ARLEEN TUBILLEJA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
7,"BANDONG, BOYET (IND)",MALE,"BANDONG, ARTURO GALOT",INDEPENDENT
8,"BATAGA, TOTO REY (PDPLBN)",MALE,"BATAGA, REY DEBIL",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
ILOILO - ESTANCIA,,,,
ILOILO - ESTANCIA - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
9,"BAYHON, BONNIE (NP)",MALE,"BAYHON, BONNIE COMETA",NACIONALISTA PARTY
10,"BENID, MON (NP)",MALE,"BENID, EDMUNDO ARQUINTILLO",NACIONALISTA PARTY
11,"BUAYAN, ANTONIETTE (NP)",FEMALE,"CREDO, ANTONIETTE BUAYAN",NACIONALISTA PARTY
12,"CALIBRE, VICENTE (LAKAS)",MALE,"CALIBRE, VICENTE LACHICA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
13,"CALZADO, RUDY (IND)",MALE,"CALZADO, RODULFO MARAVILLA",INDEPENDENT
14,"CA¥ON, JESSON (IND)",MALE,"CA¥ON, JESSON LORBIDA",INDEPENDENT
15,"CHUATICO, ALLEN (IND)",MALE,"CHUATICO, ALLEN GEONANGA",INDEPENDENT
16,"CORDERO, LOUIGI DONN (LAKAS)",MALE,"CORDERO, LOUIGI DONN ISULAT",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
17,"DELES, EVELYN (IND)",FEMALE,"DELES, EVELYN HECHANOVA",INDEPENDENT
18,"DELGADO, RAFFY (NP)",MALE,"DELGADO, SERAFIN DATU-ON",NACIONALISTA PARTY
19,"ESTANDARTE, PAPANG SHAN (IND)",MALE,"ESTANDARTE, CHARLES RONNEL ROY DELA CRUZ",INDEPENDENT
20,"GADAYAN, EMBONG (LAKAS)",MALE,"GADAYAN, BOBBY BAIS",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
21,"GANAWAN, JUDA (IND)",MALE,"GANAWAN, JUDA MORALES",INDEPENDENT
22,"INOCENCIO, TALIO (LAKAS)",MALE,"INOCENCIO, BENITO JAVELLANA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
23,"MACATO, LOLONG (NP)",MALE,"MACATO, MAGNO JR. SULAYAO",NACIONALISTA PARTY
24,"MARCELO, ADOR (IND)",MALE,"MARCELO, DOMINADOR CUBACOB",INDEPENDENT
25,"MATTA-GEALON, JAKIE (PDPLBN)",FEMALE,"MATTA-GEALON, JACQUELINE PALOMATA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
26,"MONTERO, BAM (IND)",MALE,"MONTERO, BENJIE ANTONE",INDEPENDENT
27,"OLVIDO, JENY (NP)",FEMALE,"OLVIDO, JEANIE ABROZO",NACIONALISTA PARTY
28,"PAGAYUNAN, FE (IND)",FEMALE,"PAGAYUNAN, FE MAGBANUA",INDEPENDENT
29,"PLACENCIA, ROWENA (NUP)",FEMALE,"PLACENCIA, ROWENA ALPASAN",NATIONAL UNITY PARTY
30,"REYES, JANJAN (PDPLBN)",MALE,"REYES, REYNALDO JR. POLI",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
31,"SAJI-IN, LYN (NP)",FEMALE,"SAJI-IN, ANNELYN FRANCO",NACIONALISTA PARTY
ILOILO - ESTANCIA,,,,
ILOILO - ESTANCIA - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
32,"SALAROZAN, JOY (PDPLBN)",MALE,"SALAROZAN, JOY LIBO",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
33,"SULAM, ETING (PDPLBN)",MALE,"SULAM, ALBERTO VILLA",PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - GUIMBAL,,,,
ILOILO - GUIMBAL,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"GARIN-COLADA, JENNIFER (NUP)",FEMALE,"COLADA, JANETTE GARIN",NATIONAL UNITY PARTY
ILOILO - GUIMBAL,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"SUYAO-LUJAN, MARY ANN (LAKAS)",FEMALE,"LUJAN, MARY ANN SUYAO",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
ILOILO - GUIMBAL - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"CUSTODIO, CHRISTY LOVE (LAKAS)",FEMALE,"MARGARICO, CHRISTY LOVE CUSTODIO",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
2,"GARRUCHA, TITS (NUP)",FEMALE,"GARRUCHA, TITA GAYANILO",NATIONAL UNITY PARTY
3,"GATUMBATO, EVELYN (IND)",FEMALE,"GATUMBATO, EVELYN MONREAL",INDEPENDENT
4,"GEGATO, GIL (IND)",MALE,"GEGATO, GIL GETER",INDEPENDENT
5,"GELLANGARIN, FIDEL (LAKAS)",MALE,"GELLANGARIN, FIDEL GAVIETA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
6,"GELVERO, BOUCHIT (NUP)",MALE,"GELVERO, MARCELINO SR. GARDON",NATIONAL UNITY PARTY
7,"GEMARINO, ABOL (LAKAS)",MALE,"GEMARINO, PABLITO GATPOLINTAN",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
8,"GEQUINIANA, IVY (IND)",FEMALE,"GEQUINIANA, IVY SUYAO",INDEPENDENT
9,"GICOS-YOUNG, LORNA (IND)",FEMALE,"YOUNG, LORNA GICOS",INDEPENDENT
10,"GILO-ALIPAO, DOC PAZ (LAKAS)",FEMALE,"ALIPAO, REINA PAZ GILO",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
11,"GOMEZ, EDMUND (NUP)",MALE,"GOMEZ, EDMUND OPE¥A",NATIONAL UNITY PARTY
12,"NARCISO, PRES DANNY (IND)",MALE,"NARCISO, DANILO BERNIER",INDEPENDENT
13,"TEMELO, MAR (NUP)",MALE,"TEMELO, JO MARIE SANCEDA",NATIONAL UNITY PARTY
14,"VERA CRUZ, TERESITA (IND)",FEMALE,"VERA CRUZ, TERESITA GENERAL",INDEPENDENT
ILOILO - GUIMBAL,,,,
ILOILO - GUIMBAL - LONE DIST,,,,
COUNCILOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
C E R T I F I C A T I O N,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of ILOILO",,,,
CERTIFIED CORRECT:,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,
,,,,
ADMINISTERING OFFICER,,,,
Signature over printed name,,,,
ILOILO - IGBARAS,,,,
ILOILO - IGBARAS,,,,
MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"ESCORPION, JUVIC (IND)",MALE,"ESCORPION, VICENTE JR. ELMIDO",INDEPENDENT
2,"ESMERALDA, DOC JAMES (LAKAS)",MALE,"ESMERALDA, JAIME ECUBE",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
ILOILO - IGBARAS,,,,
VICE-MAYOR,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,POLITICAL PARTY
1,"QUIDATO, SHERWIN PAUL (LAKAS)",MALE,"QUIDATO, SHERWIN PAUL EUGALCA",LAKAS CHRISTIAN  MUSLIM DEMOCRATS
