BASILAN - AKBAR,,,,,
BASILAN - AKBAR,,,,,
MAYOR,,,,,
NATIONAL CAPITAL REGION - FOURTH DISTRICT - PASAY CITY,,,,,
NCR - PASAY CITY - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
PARTY AKA LABOR PARTY PHILIPPINES,,,,,
10,"MORALLOS, BOSSING (PDDS)",MALE,"MORALLOS, JOVINO LONGCOP",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
11,"NOLASCO, MELVIN (IND)",MALE,"NOLASCO, MELVIN BASILIDES",,INDEPENDENT
12,"PESEBRE, MARLON (PDPLBN)",MALE,"PESEBRE, MARLON ATIENZA",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
13,"SANTILLANA, BONI (PDDS)",MALE,"SANTILLANA, BONIFACIO SERRATO",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
14,"SANTOS, DING (PDPLBN)",MALE,"SANTOS, RICARDO ESCOBAR",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
15,"SANTOS, GRACE (PDPLBN)",FEMALE,"SANTOS, MARY GRACE BUSTONERA",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
16,"STA. MARIA, RAMON (IND)",MALE,"STA. MARIA, RAMON CRUZ",,INDEPENDENT
17,"TANCINCO, ALLAN (PDDS)",MALE,"TANCINCO, FROILAN SALVOSA",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
18,"TRINIDAD, MIKI (PDDS)",MALE,"TRINIDAD, GREGORIO GARCIA",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
NCR - PASAY CITY - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ARCEO, ALLO (PDPLBN)",MALE,"ARCEO, ANGELO NICOL POBLETE",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
2,"BALIAO, JOVITA (IND)",FEMALE,"BALIAO, JOVITA LINGGON",,INDEPENDENT
3,"BATOBATO, BOTCHOCK (PRP)",MALE,"BATOBATO, EDUARDO JR. OCAMPO",,PEOPLE'S REFORM PARTY
4,"BAYONA, NOEL (PROMDI)",MALE,"BAYONA, NOEL CRUZ",,ABAG PROMDI
5,"BERNAS, LOIDA (PDDS)",FEMALE,"BERNAS, LOIDA MABAG",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
6,"CAMPO, CRIO CHRIS (WPP)",FEMALE,"CAMPO, CRIO CHRIS SUGUI",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
7,"CARBAJAL, VINCE (PRP)",MALE,"CARBAJAL, VIVENCIO JR. ARIATE",,PEOPLE'S REFORM PARTY
8,"CIPRIANO, ELLAN (WPP)",FEMALE,"CIPRIANO, ELLAN MARIE PASCO",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
9,"ESPIRITU, FERDIE (PRP)",MALE,"ESPIRITU, FERDINAND SOLIS",,PEOPLE'S REFORM PARTY
NATIONAL CAPITAL REGION - FOURTH DISTRICT - PASAY CITY,,,,,
NCR - PASAY CITY - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
10,"ISIDRO, JOEY CALIXTO (PDPLBN)",MALE,"ISIDRO, JOSE JR. CALIXTO",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
11,"LA TORRE, PADUA ZENG (PDPLBN)",MALE,"LA TORRE, ZENGELBERT GABOD",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
12,"MAGAT, KHEN (PFP)",MALE,"MAGAT, KING MARLON ABRIS",,PARTIDO FEDERAL NG PILIPINAS
13,"MANGUERRA, WOWEE (PDPLBN)",FEMALE,"MANGUERRA, EDITHA YAMBAO",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
14,"PANALIGAN, ALLAN JEN (PDPLBN)",FEMALE,"PANALIGAN, JENNIFER DAGUM",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
15,"PANTIA, DANILO (IND)",MALE,"PANTIA, DANILO ODRONIA",,INDEPENDENT
16,"SANTOS, SHERWIN (PDDS)",MALE,"SANTOS, SHERWIN DIONILA",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
17,"TAYTAYON, MANUEL (IND)",MALE,"TAYTAYON, MANUEL CARVAJAL",,INDEPENDENT
18,"TOLENTINO, MR OKIDOCBONG (WPP)",FEMALE,"TOLENTINO, MA. CZARINA LOU RIVERA",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
19,"VENDIVEL, DONNA (PDPLBN)",FEMALE,"VENDIVEL, DONNABEL MELOSANTOS",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of NATIONAL CAPITAL REGION - FOURTH DISTRICT",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
NATIONAL CAPITAL REGION - SECOND DISTRICT - CITY OF PASIG,,,,,
NCR - CITY OF PASIG,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"BERNARDO, IYO CARUNCHO (PRP)",MALE,"BERNARDO, IYO CHRISTIAN CARUNCHO",,PEOPLE'S REFORM PARTY
2,"SOTTO, VICO (AKSYON)",MALE,"SOTTO, VICTOR MA REGIS NUBLA",,AKSYON DEMOKRATIKO
NCR - CITY OF PASIG,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"CONCEPCION, JUNJUN (PDDS)",MALE,"CONCEPCION, MARIO JR. CRUZ",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
2,"JAWORSKI, DODOT (AKSYON)",MALE,"JAWORSKI, ROBERT VINCENT JUDE JR. BAUTISTA",,AKSYON DEMOKRATIKO
3,"SIA, CHRISTIAN (PPP)",MALE,"SIA, CHRISTIAN DE GUZMAN",,(PPP) PARTIDO PILIPINO SA PAGBABAGO
NCR - CITY OF PASIG - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ANGELES, ANGELICA (IND)",FEMALE,"ANGELES, ANGELICA ALCANTARA",,INDEPENDENT
2,"ANGELES, RON (IND)",MALE,"ANGELES, RONWALDO CRUZ",,INDEPENDENT
3,"BALDERRAMA, REGGIE (PDDS)",MALE,"BALDERRAMA, REGINO SANCHEZ",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
4,"BROWN, DOTTIE (IND)",FEMALE,"MATIAS-BROWN, DOROTHY JOY CAMENFORTE",,INDEPENDENT
5,"CHENG, ANDY (PDPLBN)",MALE,"CHENG, ALBINO ANDREW UY",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
6,"CRUZ, RAM ALAN (PROMDI)",MALE,"CRUZ, RAM ALAN TUAZON",,ABAG PROMDI
7,"DE JESUS, REY (AGILA)",MALE,"DE JESUS, REYNALDO CARLOBOS",,SAMAHANG KAAGAPAY NG AGILANG PILIPINO (AGILA)
8,"DE LEON, JANA (PROMDI)",FEMALE,"DE LEON, DIANA FRANCIS ROGEL",,ABAG PROMDI
9,"DELOS SANTOS, VOLTA (NPC)",MALE,"DELOS SANTOS, MARK GIL MORELOS",,NATIONALIST PEOPLE'S COALITION
10,"GAVIOLA, KUYA JESS (NP)",MALE,"GAVIOLA, JESSIE BOLIVAR",,NACIONALISTA PARTY
11,"GONZALES, KAP ERIC (NPC)",MALE,"GONZALES, RODERICK MARIO USON",,NATIONALIST PEOPLE'S COALITION
12,"GUEVARRA, BOBOT (PRP)",MALE,"GUEVARRA, ERIBERTO MABINI",,PEOPLE'S REFORM PARTY
13,"JAVIER, BENJIE (IND)",MALE,"JAVIER, BENJAMIN PADERES",,INDEPENDENT
NATIONAL CAPITAL REGION - SECOND DISTRICT - CITY OF PASIG,,,,,
NCR - CITY OF PASIG - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
14,"LEGASPI, RAYMUNDO (IND)",MALE,"LEGASPI, BIEN PAUL DACANAY",,INDEPENDENT
15,"LIPANA, RENE (NP)",MALE,"LIPANA, RENATO GALI",,NACIONALISTA PARTY
16,"REYES, TANTAN AMBROSIO (IND)",MALE,"REYES, TRISTAN AMBROSIO",,INDEPENDENT
17,"RUSTIA, KIKO (NPC)",MALE,"RUSTIA, RAYMUND FRANCIS SANTOS",,NATIONALIST PEOPLE'S COALITION
18,"SANTIAGO, PAO (NPC)",MALE,"SANTIAGO, PAUL ROMAN CRUZ",,NATIONALIST PEOPLE'S COALITION
19,"SENOGAT, COACH PAUL (AKSYON)",MALE,"SENOGAT, PAUL ANGELO ALBOS",,AKSYON DEMOKRATIKO
20,"STA. ANA, GARY (PDPLBN)",MALE,"STA. ANA, GARY PINEDA",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
21,"TANTOCO, SIMON ROMULO (NPC)",MALE,"TANTOCO, SIMON GERARD ROMULO",,NATIONALIST PEOPLE'S COALITION
22,"TRINIDAD, CARUNCHOMIGS (PDPLBN)",MALE,"TRINIDAD, MIGUEL ANGELO CARUNCHO",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
NCR - CITY OF PASIG - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"AGUSTIN, BUBOY (NPC)",MALE,"AGUSTIN, NOEL LAXINA",,NATIONALIST PEOPLE'S COALITION
2,"ASILO, SYVEL (NP)",FEMALE,"GUPILAN, SYVEL ASILO",,NACIONALISTA PARTY
3,"BANZIL, RANI (IND)",MALE,"BANZIL, MARTIN, JR. REYES",,INDEPENDENT
4,"BAYAN, GAB (AKSYON)",MALE,"BAYAN, JOSE GABRIEL GARRA",,AKSYON DEMOKRATIKO
5,"BENAVIDES, CHARMIE (PDDS)",FEMALE,"BENAVIDES, CHARMIE QUIACHON",,PEDERALISMO NG DUGONG DAKILANG SAMAHAN
6,"BENITO, APPLE (PRP)",FEMALE,"BENITO, APPLE AMERICA",,PEOPLES REFORM PARTY
7,"CANTORIA, PABLO NONOY (IND)",MALE,"CANTORIA, PABLO II CANTUBA",,INDEPENDENT
8,"CRUZ, QUIN KIN (AKSYON)",MALE,"CRUZ, QUIN ANTONIO",,AKSYON DEMOKRATIKO
9,"DE ASIS, STEVE (NP)",MALE,"DE ASIS, ESTEBAN GIRAY",,NACIONALISTA PARTY
10,"DE LEON, ANGELU TGIS (AKSYON)",FEMALE,"DE LEON, MARIA LUISA MARTINEZ",,AKSYON DEMOKRATIKO
11,"DELA CRUZ, KAYE (PROMDI)",MALE,"DELA CRUZ, AQUILINO, JR. RAMOS",,PROGRESSIVE MOVEMENT FOR THE DEVOLUTION OF INIATIVES (PROMDI)
NATIONAL CAPITAL REGION - SECOND DISTRICT - CITY OF PASIG,,,,,
NCR - CITY OF PASIG - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
12,"ENRIQUEZ, RYAN USEC (PDPLBN)",MALE,"ENRIQUEZ, RYAN REYES",,PARTIDO DEMOKRATIKO PILIPINO LAKAS NG BAYAN
13,"EUSEBIO, JAY (WPP)",MALE,"EUSEBIO, JULIUS JOMAR REYES",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
14,"HAPIN, BOBBY (IND)",MALE,"HAPIN, SALVADOR BONDAD",,INDEPENDENT
15,"HERNANDEZ, MASTER BRANDO (IND)",MALE,"HERNANDEZ, REBRANDO TOMAS",,INDEPENDENT
16,"INOCENCIO, WARREN (IND)",MALE,"INOCENCIO, WARREN BAYLON",,INDEPENDENT
17,"MANAOIS, EDUARDO (IND)",MALE,"MANAOIS, EDUARDO MANAMTAM",,INDEPENDENT
18,"MARIANO, ISIDRO TABOY (IND)",MALE,"MARIANO, ISIDRO, JR. CELESTE",,INDEPENDENT
19,"MARTIRES, MARO (NPC)",MALE,"MARTIRES, MARION ROSALIO MANIO",,NATIONALIST PEOPLE'S COALITION
20,"PASAMANTE, DODOY (IND)",MALE,"PASAMANTE, HERMINIO ARTIZONA",,INDEPENDENT
21,"PASTOR, JEFF (KBL)",MALE,"PASTOR, JEFF GRANALE",,KILUSANG BAGONG LIPUNAN
22,"PELAYO, CESAR JR. (IND)",MALE,"PELAYO, CESAR, JR. PAHULAYAN",,INDEPENDENT
23,"RAYMUNDO, CORIE (NPC)",FEMALE,"RAYMUNDO, CORAZON MEJIA",,NATIONALIST PEOPLE'S COALITION
24,"ROMUALDEZ, MIKE (KBL)",MALE,"ROMUALDEZ, MICHAEL GABUCAN",,KILUSANG BAGONG LIPUNAN
25,"SALANDANAN, ROBIN (IND)",MALE,"SALANDANAN, ROBIN RIN",,INDEPENDENT
26,"STA ANA, GRACE (WPP)",FEMALE,"STA ANA, GRACE SANJOSE",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
27,"SY, ALAN (IND)",MALE,"SY, ALAN TAN",,INDEPENDENT
28,"VIDAYO, BERT (IND)",MALE,"VIDAYO, ALBERTO LUBEN",,INDEPENDENT
NATIONAL CAPITAL REGION - SECOND DISTRICT - CITY OF PASIG,,,,,
NCR - CITY OF PASIG - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of NATIONAL CAPITAL REGION - SECOND DISTRICT",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
NATIONAL CAPITAL REGION - FOURTH DISTRICT - PATEROS,,,,,
NCR - PATEROS,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"CHIONG, MARILYN (IND)",FEMALE,"CHIONG, MARILYN ISON",,INDEPENDENT
2,"PONCE, IKE (AKSYON)",MALE,"PONCE, MIGUEL III FERNANDO",,AKSYON DEMOKRATIKO
NCR - PATEROS,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"MARZAN, JOHN PETER (AKSYON)",MALE,"MARZAN, JOHN PETER FLORES",,AKSYON DEMOKRATIKO
2,"SANTOS, CARLO (NP)",MALE,"SANTOS, CARLO UMAGAT",,NACIONALISTA PARTY
NCR - PATEROS - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ABI¥O, HAPON (AKSYON)",MALE,"ABI¥O, JOHNS MENDOZA",,AKSYON DEMOKRATIKO
2,"BERMEJO, NENE (NP)",FEMALE,"BERMEJO, LEONILA ONGMANCHI",,NACIONALISTA PARTY
3,"CAPCO, JOSE PERCIVAL JR. (IND)",MALE,"CAPCO, JOSE PERCIVAL JR. AMBROCIO",,INDEPENDENT
4,"DELA CRUZ, ALLAN (AKSYON)",MALE,"DELA CRUZ, ALLAN DELA CRUZ",,AKSYON DEMOKRATIKO
5,"DELA CRUZ, DOY (IND)",MALE,"DELA CRUZ, ALBERTO BRILLANTES",,INDEPENDENT
6,"DIONISIO, NAPOLEON JR (AKSYON)",MALE,"DIONISIO, NAPOLEON JR. FLORES",,AKSYON DEMOKRATIKO
7,"DOLON, LANDO (NP)",MALE,"DOLON, ROLANDO LAGUARDIA",,NACIONALISTA PARTY
8,"LLAGAS, CESAR (AKSYON)",MALE,"LLAGAS, CESAR ISON",,AKSYON DEMOKRATIKO
9,"LUNA, MONER (NP)",MALE,"LUNA, MONER VILLEGAS",,NACIONALISTA PARTY
10,"MABANGLO, JAY (PPP)",MALE,"MABANGLO, JAY BABON",,PARTIDO PILIPINO SA PAGBABAGO
11,"MABAZZA, ERIC (NP)",MALE,"MABAZZA, ERIC GUZMAN",,NACIONALISTA PARTY
12,"MANZON, MONAY (NP)",MALE,"MANZON, JOSEPH DELA CRUZ",,NACIONALISTA PARTY
13,"NICDAO, JOJO (AKSYON)",MALE,"NICDAO, JORGE LINDOG",,AKSYON DEMOKRATIKO
14,"ONGMANCHI, JONJON (PFP)",MALE,"ONGMANCHI, OSCAR JR. SANTOS",,PARTIDO FEDERAL NG PILIPINAS
NATIONAL CAPITAL REGION - FOURTH DISTRICT - PATEROS,,,,,
NCR - PATEROS - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
15,"REYES, ALDY (IND)",MALE,"REYES, ARNALDO PLACIDO",,INDEPENDENT
16,"ROSALES, ADOR (AKSYON)",MALE,"ROSALES, DOMINADOR JR. DIZON",,AKSYON DEMOKRATIKO
17,"VILLEGAS, MIL (NP)",MALE,"VILLEGAS, MILAOR BADUYA",,NACIONALISTA PARTY
NCR - PATEROS - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"AMPE, AYIE (AKSYON)",FEMALE,"AMPE, MARIA KATHLEEN DATAY",,AKSYON DEMOKRATIKO
2,"CORTEZ, ERNESTO (AKSYON)",MALE,"CORTEZ, ERNESTO CHAY",,AKSYON DEMOKRATIKO
3,"GATPAYAT, JOVEN (PPP)",MALE,"GATPAYAT, JOVEN UNGCO",,PARTIDO PILIPINO SA PAGBABAGO
4,"GUTIERREZ, IAN (IND)",MALE,"GUTIERREZ, IAN FLORES",,INDEPENDENT
5,"LAMBINO, ROMMEL (IND)",MALE,"LAMBINO, ROMMEL VILLANUEVA",,INDEPENDENT
6,"LING, JUN (AKSYON)",MALE,"LING, JUN ORANDE",,AKSYON DEMOKRATIKO
7,"MANGOBA, ALDEN (NP)",MALE,"MANGOBA, ALLAN DENNIS CAGALINGAN",,NACIONALISTA PARTY
8,"MARAVILLA, TOTOY (NP)",MALE,"MARAVILLA, FERNANDO PEREGRINA",,NACIONALISTA PARTY
9,"MIRANDA, RSM (NP)",MALE,"MIRANDA, RONALDO SINCUYA",,NACIONALISTA PARTY
10,"PASTRANA, BERNARDETH (PDSP)",FEMALE,"PASTRANA, BERNARDETH VILLALBA",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
11,"RAYMUNDO, AJOWELL (NP)",MALE,"RAYMUNDO, JOWELL RODRIGUEZ",,NACIONALISTA PARTY
12,"RAYMUNDO, BOJIC (AKSYON)",MALE,"RAYMUNDO, ERICSON GO",,AKSYON DEMOKRATIKO
13,"REYES, JERIC (NP)",MALE,"REYES, JERIC GARCIA",,NACIONALISTA PARTY
14,"ROXAS, RAMON (AKSYON)",MALE,"ROXAS, RAMON CAPATI",,AKSYON DEMOKRATIKO
15,"SANCHEZ, MARVIN (NP)",MALE,"SANCHEZ, JOSE MARVIN BUENAVENTURA",,NACIONALISTA PARTY
16,"SANTOS, SONNY (IND)",MALE,"SANTOS, SERAFINO CALINGO",,INDEPENDENT
NATIONAL CAPITAL REGION - FOURTH DISTRICT - PATEROS,,,,,
NCR - PATEROS - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
C E R T I F I C A T I O N,,,,,
"This is to certify that the above listed persons are the official candidates for the MAY 9, 2022 NATIONAL AND LOCAL ELECTIONS who filed their Certificate of Candidacy before the Administering Officer of NATIONAL CAPITAL REGION - FOURTH DISTRICT",,,,,
CERTIFIED CORRECT:,,,,,
ATTY. MARIA NORINA S. TANGARO-CASINGAL,,,,,
,,,,,
ADMINISTERING OFFICER,,,,,
Signature over printed name,,,,,
NATIONAL CAPITAL REGION - SECOND DISTRICT - QUEZON CITY,,,,,
NCR - QUEZON CITY,,,,,
MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"ARANETA, GLENDA (IND)",FEMALE,"ARANETA, GLENDA EDANOL",,INDEPENDENT
2,"BELLO, KUYA RIC (PDSP)",MALE,"BELLO, RICARDO DANAO",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
3,"BELMONTE, JOY (SBP)",FEMALE,"BELMONTE, MA JOSEFINA GO",,SERBISYO SA BAYAN PARTY
4,"DEFENSOR, MICHAEL (PFP)",MALE,"DEFENSOR, MICHAEL TAN",,PARTIDO FEDERAL NG PILIPINAS
5,"INGLES, INVENTOR JOSE (WPP)",MALE,"INGLES, JOSE JR. FELICIANO",,WORKERS AND PEASANTS PARTY AKA LABOR PARTY PHILIPPINES
6,"JOTA, ROLANDO (IND)",MALE,"JOTA, ROLANDO MELVIDA",,INDEPENDENT
7,"OROZCO, EMMA (IND)",FEMALE,"OROZCO, WILHELMINA SIOSON",,INDEPENDENT
8,"SALUTAN, TOM (IND)",MALE,"SALUTAN, TOMAS JR. BOLLOZOS",,INDEPENDENT
9,"VELASCO, DIOSDADO (IND)",MALE,"VELASCO, DIOSDADO DELA CRUZ",,INDEPENDENT
NCR - QUEZON CITY,,,,,
VICE-MAYOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"CASTELO, WINNIE (LAKAS)",MALE,"CASTELO, WINSTON TAQUEBAN",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
2,"LARA¥O, CHRISTINE (IND)",FEMALE,"LARA¥O, CHRISTINE DELA CRUZ",,INDEPENDENT
3,"RODRIGUEZ, HELEN (PDSP)",FEMALE,"RODRIGUEZ, HELEN CARONGOY",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
4,"SOTTO, GIAN (SBP)",MALE,"SOTTO, GIAN CARLO JOSE GAMBOA",,SERBISYO SA BAYAN PARTY
NCR - QUEZON CITY - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"AROMIN, BENJAMIN JR. (IND)",MALE,"AROMIN, BENJAMIN, JR. DOMO",,INDEPENDENT
2,"CAHILIG, CHARLES (KANP)",MALE,"CAHILIG, CHARLES JASON PERUA",,KATIPUNAN NG NAGKAKAISANG PILIPINO PARTY
3,"CALALAY, TJ (SBP)",MALE,"CALALAY, TANY JOE LORA",,SERBISYO SA BAYAN PARTY
4,"CARANDANG, LOLENG (LAKAS)",FEMALE,"CARANDANG, LORRAINE MARTINEZ",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
5,"CASTRO, DOLAND (AKSYON)",MALE,"CASTRO, DOLAND DE HONOR",,AKSYON DEMOKRATIKO
NATIONAL CAPITAL REGION - SECOND DISTRICT - QUEZON CITY,,,,,
NCR - QUEZON CITY - FIRST DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
6,"CRISOLOGO, NIKKI (LAKAS)",FEMALE,"CRISOLOGO, NICOLE ELLA VALENCERINA",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
7,"DE CASTRO, KUYA DRID (LAKAS)",MALE,"DE CASTRO, ELDRIDGE PILARES",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
8,"DE LEON, JUN (AKSYON)",MALE,"DE LEON, LEONARDO, JR. VALIENTE",,AKSYON DEMOKRATIKO
9,"DELARMENTE, DORAY (SBP)",FEMALE,"DELARMENTE, DOROTHY ANCHETA",,SERBISYO SA BAYAN PARTY
10,"FERRER, CHARM (SBP)",FEMALE,"FERRER, MARIA CONCEPCION CHARMAGNE MENCIAS",,SERBISYO SA BAYAN PARTY
11,"HERRERA, BH BERNARD (SBP)",MALE,"HERRERA, BERNARD RAMIREZ",,SERBISYO SA BAYAN PARTY
12,"JUICO, SEP (SBP)",MALE,"JUICO, JOSEPH EMILE PENSON",,SERBISYO SA BAYAN PARTY
13,"NIETO, SIR JOHN (LAKAS)",MALE,"NIETO, JUANITO INTERIOR",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
14,"PADILLA, EMIL (IND)",MALE,"PADILLA, EMILIO LEONARDO AYSON",,INDEPENDENT
15,"TEBIO, LAMHETO (IND)",MALE,"TEBIO, LAMHETO BROMO",,INDEPENDENT
16,"VINZONS, BONG (LAKAS)",MALE,"VINZONS, CRISANTO CORTEZ",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
NCR - QUEZON CITY - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
1,"BELMONTE, MIKEY (SBP)",MALE,"BELMONTE, FERNANDO MIGUEL FRANCIA",,SERBISYO SA BAYAN PARTY
2,"BELTRAN, WINSELL (LAKAS)",FEMALE,"BELTRAN - CORDORA, MARIA CRISTINA WINSELL BELMI",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
3,"CEREZO, JOSEPH (IND)",MALE,"CEREZO, JOSEPH CARDONA",,INDEPENDENT
4,"DELA ROSA, WENKY (PPP)",MALE,"DELA ROSA, RUEL MARAPON",,PARTIDO PILIPINO SA PAGBABAGO
5,"GARCIA, EDDIE (IND)",MALE,"GARCIA, EDDIE MADIAM",,INDEPENDENT
6,"HOMBRE, DON (KBL)",MALE,"HOMBRE, JAIME JR. BELTRANO",,KILUSANG BAGONG LIPUNAN
7,"JOTOJOT, MIGUEL (PRP)",MALE,"JOTOJOT, MIGUEL VERTUDAZO",,PEOPLE'S REFORM PARTY
8,"LEACHON, MARTIN HENRI (LAKAS)",MALE,"LEACHON, MARTIN HENRI VILLANUEVA",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
9,"LIBAN, ATTY. GODIE (SBP)",MALE,"LIBAN, GODOFREDO II TONGSON",,SERBISYO SA BAYAN PARTY
NATIONAL CAPITAL REGION - SECOND DISTRICT - QUEZON CITY,,,,,
NCR - QUEZON CITY - SECOND DIST,,,,,
COUNCILOR,,,,,
#,NAME TO APPEAR ON THE BALLOT,SEX,NAME,,POLITICAL PARTY
10,"LIBAN, ATTY. JING (LAKAS)",FEMALE,"LIBAN, JOAN CATHERINE REINA",,LAKAS CHRISTIAN  MUSLIM DEMOCRATS
11,"LUDOVICA, TATAY RANNIE (SBP)",MALE,"LUDOVICA, RANULFO ZABALA",,SERBISYO SA BAYAN PARTY
12,"MANGUNE, CHARLIE (PDSP)",MALE,"MANGUNE, CHARLIE OCAMPO",,PARTIDO DEMOKRATIKO SOSYALISTA NG PILIPINAS
13,"MEDALLA, ALY (SBP)",FEMALE,"MEDALLA, JULIENNE ALYSON RAE VILLAROMAN",,SERBISYO SA BAYAN PARTY
14,"MEDINA, CANDY (SBP)",FEMALE,"ATIENZA, EDEN DELILAH MEDINA",,SERBISYO SA BAYAN PARTY
15,"MENDOZA, LEO (IND)",MALE,"MENDOZA, FILOMENO ADOYO",,INDEPENDENT
